login_frequency,feature_usage_score,support_ticket_count,nps_score,contract_value,duration_months,total_interactions_30d,negative_sentiment_ratio,avg_interaction_duration,days_since_last_interaction,support_interaction_ratio,churned
41,73,2,10,57000,30,22,6.2,50.7,5,15.0,0
1,18,11,1,7000,9,2,87.6,5.4,69,62.1,1
18,35,5,6,37000,11,15,21.3,21.7,9,21.0,1
1,16,7,3,19000,7,6,75.4,11.6,30,64.3,1
11,29,5,7,45000,2,7,12.5,34.4,14,10.0,1
60,85,1,10,64000,22,15,14.1,39.4,4,16.3,0
43,82,2,8,45000,35,30,9.2,38.3,3,13.4,0
37,72,1,8,62000,44,16,1.4,68.9,7,1.1,0
42,80,1,8,54000,38,16,2.3,48.8,7,5.8,0
10,26,9,3,17000,2,0,0.0,0.0,90,0.0,1
1,14,5,3,13000,5,6,93.5,10.8,31,79.8,1
20,45,8,3,46000,18,10,55.6,22.7,20,45.0,1
1,16,5,3,24000,9,5,75.3,12.2,43,60.2,1
28,45,7,3,35000,30,11,51.4,12.4,14,46.1,1
60,81,2,10,90000,38,17,6.7,42.7,3,4.4,0
10,20,9,1,20000,5,5,85.3,12.7,43,63.2,1
34,58,4,3,52000,26,18,69.8,16.6,7,58.8,0
23,41,2,6,33000,10,8,19.0,12.6,21,25.2,0
25,47,4,3,40000,24,13,68.2,15.2,16,47.6,1
38,78,0,8,73000,30,19,3.7,57.8,2,1.0,0
13,27,10,1,24000,11,6,83.5,3.1,32,58.8,1
45,85,0,10,73000,23,23,5.9,64.4,4,0.0,0
52,72,3,9,27000,3,12,7.1,36.8,3,21.7,0
9,20,9,2,14000,3,0,0.0,0.0,90,0.0,1
3,20,8,3,20000,3,1,47.8,13.8,82,50.0,1
10,25,7,3,22000,10,5,65.4,12.0,39,57.3,1
43,74,2,9,72000,45,26,7.8,58.4,4,15.2,0
41,59,5,7,33000,2,20,17.8,28.5,1,18.2,0
52,73,0,8,51000,46,27,8.5,47.3,4,14.8,0
1,9,5,3,10000,9,6,59.6,10.7,33,56.7,1
28,46,3,4,37000,10,6,36.4,23.9,22,39.1,1
10,20,12,1,21000,12,3,65.5,3.4,61,56.4,1
53,80,1,8,43000,26,23,9.7,47.4,1,16.8,0
35,67,2,7,89000,26,15,11.2,28.2,7,6.0,1
57,95,2,10,55000,39,25,6.0,37.4,4,0.0,0
11,27,10,3,19000,5,2,46.7,4.6,71,50.0,1
36,65,0,10,71000,30,18,13.3,66.8,3,2.6,0
51,91,0,8,56000,43,22,11.4,67.3,4,3.1,0
20,40,2,7,29000,5,7,27.3,36.6,13,22.8,0
43,69,1,8,48000,23,31,2.9,68.2,1,0.0,0
44,59,4,6,23000,5,14,11.3,42.7,6,18.0,1
19,35,5,5,38000,8,13,42.9,28.3,14,37.3,0
10,15,10,2,7000,8,5,84.0,10.7,37,66.2,1
32,45,4,3,60000,17,9,44.8,12.3,18,45.8,0
1,17,9,2,22000,7,2,96.2,5.4,67,82.0,1
35,65,0,10,53000,31,23,0.1,38.0,6,0.0,0
11,21,12,1,10000,4,0,0.0,0.0,90,0.0,1
25,45,4,5,58000,16,10,38.1,17.9,18,45.0,0
39,76,2,10,89000,36,27,11.2,41.0,0,0.0,0
43,66,2,8,58000,47,30,3.6,49.2,3,0.0,0
51,78,0,10,71000,48,23,13.3,65.9,4,15.6,0
39,68,1,7,63000,21,24,0.8,32.9,4,0.6,0
10,24,13,1,23000,9,6,55.3,13.3,31,54.2,1
46,81,0,7,45000,36,15,6.5,59.6,5,6.2,0
23,45,6,3,31000,23,15,37.6,12.2,6,45.0,1
25,45,7,4,59000,28,18,69.8,21.9,7,47.8,0
34,55,6,4,20000,21,13,26.7,13.5,13,30.4,1
33,51,8,3,60000,26,10,65.3,13.9,18,45.0,0
41,77,2,9,53000,18,22,6.5,36.4,5,2.2,0
59,95,1,9,55000,24,18,2.9,27.6,3,9.3,0
2,15,8,3,24000,9,5,98.1,5.5,41,71.5,1
32,43,5,4,23000,21,8,30.1,17.9,15,29.9,0
14,26,9,1,15000,4,0,0.0,0.0,90,0.0,1
43,61,7,7,77000,12,14,28.7,22.3,15,60.4,0
35,50,5,5,47000,28,11,55.8,16.0,16,45.0,0
25,35,4,6,37000,13,15,20.3,16.3,8,20.0,0
5,21,5,3,11000,6,2,85.1,8.7,72,75.1,1
30,37,4,4,37000,23,11,34.3,17.2,18,28.4,1
41,67,2,8,66000,48,28,8.9,54.4,1,3.1,0
23,48,4,6,48000,8,10,19.4,15.6,18,20.0,0
12,26,13,2,21000,2,6,55.1,13.6,30,50.0,1
4,11,5,3,12000,9,3,85.7,11.6,62,60.6,1
13,30,15,1,13000,9,3,82.9,12.3,59,65.3,1
3,12,12,2,21000,4,3,56.1,3.3,61,50.0,1
43,65,1,10,83000,25,23,1.0,26.7,3,2.8,0
1,15,11,3,11000,5,0,0.0,0.0,90,0.0,1
57,95,2,7,45000,42,30,0.3,52.1,0,6.2,0
35,54,8,5,61000,31,8,36.6,13.8,21,49.1,0
45,69,0,10,88000,41,16,7.9,69.9,6,0.0,0
21,45,4,3,43000,16,18,50.9,20.6,5,45.0,1
48,80,0,9,81000,34,29,9.2,25.6,0,2.4,0
16,35,4,4,42000,14,12,36.1,23.6,11,27.9,0
23,44,2,6,24000,17,15,40.5,26.0,10,29.4,0
38,65,2,9,86000,43,20,2.5,34.5,4,0.0,0
38,67,1,7,46000,32,25,10.3,25.6,3,4.2,0
1,21,12,1,15000,3,3,75.6,5.8,57,52.5,1
44,79,2,8,77000,40,22,8.4,57.4,7,2.7,0
56,91,2,7,76000,20,23,6.3,59.8,3,10.0,0
9,15,6,2,5000,9,3,48.5,11.2,62,50.0,1
28,35,3,5,39000,9,12,15.2,28.8,10,20.0,0
36,52,8,3,44000,27,12,49.3,22.4,16,45.0,1
29,41,2,7,21000,3,17,30.1,16.8,4,32.1,0
11,26,15,1,23000,4,5,98.5,13.4,42,77.8,1
4,14,12,1,18000,8,2,90.3,8.1,68,82.2,1
24,47,5,4,23000,16,11,29.9,17.6,22,32.8,0
18,35,4,6,48000,14,9,39.9,17.6,22,37.9,0
38,73,2,7,76000,22,28,14.5,51.8,4,10.6,0
33,45,4,5,29000,21,9,42.7,13.0,17,29.2,1
25,46,6,4,47000,17,10,39.4,21.0,20,31.5,1
46,71,2,9,53000,38,24,6.0,65.3,1,2.8,0
14,22,13,1,13000,9,5,85.0,14.2,41,72.0,1
20,45,7,4,59000,18,12,36.4,12.9,15,45.0,1
46,77,0,10,55000,35,20,10.6,62.7,6,2.5,0
5,20,14,1,24000,6,5,95.0,10.1,41,81.0,1
10,21,14,1,22000,10,5,62.7,8.7,37,50.2,1
28,45,8,3,47000,13,18,55.9,18.3,6,49.7,0
40,65,1,9,54000,40,15,12.2,32.9,5,6.8,0
9,29,11,1,14000,9,6,80.9,7.8,31,72.7,1
11,17,14,1,23000,9,6,94.0,10.1,33,78.2,1
39,46,8,3,56000,24,9,39.4,19.8,20,45.0,1
7,21,9,1,21000,10,0,0.0,0.0,90,0.0,1
36,65,2,9,84000,32,27,1.8,29.4,4,0.0,0
52,85,2,8,79000,32,18,8.4,29.6,7,6.7,0
34,44,5,4,48000,11,7,37.4,21.4,20,26.9,1
41,77,0,9,57000,40,23,2.3,29.7,4,0.0,0
39,70,0,9,63000,23,20,5.0,31.9,7,8.0,0
48,87,2,9,63000,29,21,3.9,37.5,3,13.1,0
6,19,9,1,15000,3,5,49.7,14.6,40,50.0,1
48,71,1,7,46000,42,17,10.9,44.9,6,18.7,0
51,74,2,8,90000,47,18,0.7,44.6,7,0.0,0
27,45,8,3,36000,15,13,46.0,11.6,12,45.0,1
47,69,3,5,35000,13,10,41.6,33.1,12,32.3,1
44,75,2,10,68000,40,31,4.5,30.2,0,9.6,0
32,47,4,4,32000,16,13,39.9,21.4,10,45.0,0
7,24,12,2,23000,7,5,88.7,10.5,40,69.0,1
11,26,13,1,25000,5,2,61.4,6.3,72,57.1,1
57,90,1,10,67000,34,16,6.0,66.3,4,1.8,0
19,35,2,6,37000,22,9,22.6,30.0,22,20.0,0
44,77,1,8,83000,28,18,6.8,43.1,7,11.4,0
24,35,5,6,32000,17,9,31.0,33.9,22,30.8,1
9,16,5,3,8000,12,0,0.0,0.0,90,0.0,1
23,35,5,4,48000,11,10,32.3,19.8,19,20.0,1
26,45,8,4,52000,19,9,52.8,11.7,16,45.0,1
56,76,2,9,54000,44,19,13.2,57.8,6,3.6,0
39,65,1,9,62000,42,32,14.2,36.4,0,11.4,0
1,6,10,1,14000,3,0,0.0,0.0,90,0.0,1
33,45,4,4,36000,30,18,70.0,21.5,5,50.0,1
34,57,4,4,46000,8,7,18.1,16.5,20,20.0,0
15,35,3,5,47000,19,10,19.4,33.1,14,20.0,1
2,16,9,1,22000,12,3,54.1,10.0,59,50.0,1
41,80,1,7,78000,47,23,7.5,52.9,7,7.0,0
18,43,6,5,33000,13,13,31.0,31.9,13,20.0,1
10,24,7,3,24000,2,5,89.6,4.5,37,65.7,1
3,19,7,2,10000,2,0,0.0,0.0,90,0.0,1
10,30,5,3,24000,12,2,64.3,7.3,68,50.0,1
38,61,7,4,40000,16,17,58.0,19.8,5,54.4,1
2,11,8,2,23000,3,6,67.4,5.0,30,50.0,1
49,87,0,8,60000,34,31,9.9,44.4,3,0.9,0
11,25,12,1,23000,10,2,77.5,10.1,72,58.0,1
36,61,9,5,72000,19,10,41.6,13.5,10,67.1,1
43,77,2,10,41000,41,32,11.4,46.6,0,11.1,0
43,66,2,10,54000,46,21,1.4,47.4,2,0.0,0
16,29,5,7,26000,3,7,8.2,19.6,16,10.0,1
19,35,6,4,45000,18,15,21.8,27.4,9,20.0,1
9,25,7,3,13000,4,2,67.6,11.4,67,50.0,1
37,53,9,4,79000,22,15,35.8,16.8,8,56.6,0
37,65,1,7,74000,32,17,14.4,33.0,7,20.0,0
11,29,10,3,17000,4,4,76.2,7.4,49,70.0,1
21,37,2,5,45000,20,8,37.4,13.4,24,36.9,0
15,30,2,7,30000,2,6,25.9,44.1,17,14.7,1
12,23,5,3,21000,10,5,66.7,7.6,42,55.4,1
3,22,10,2,18000,12,2,96.3,9.0,72,77.0,1
60,89,2,10,62000,40,19,1.4,65.6,7,0.0,0
45,71,0,7,80000,19,22,7.7,40.2,5,9.2,0
59,79,2,10,83000,39,27,5.8,61.6,2,4.6,0
1,15,8,3,25000,11,4,70.2,10.9,47,63.2,1
34,43,4,4,28000,24,7,26.8,32.7,20,25.4,0
28,52,5,5,44000,17,8,68.7,11.4,19,59.0,1
11,24,13,1,24000,7,0,0.0,0.0,90,0.0,1
9,21,6,2,13000,12,0,0.0,0.0,90,0.0,1
54,76,0,8,71000,21,28,13.4,37.3,4,3.7,0
7,18,14,1,19000,5,0,0.0,0.0,90,0.0,1
35,59,8,6,66000,22,16,39.7,13.0,16,53.6,1
60,88,0,9,67000,28,23,8.6,27.2,6,8.9,0
41,65,0,7,43000,48,16,10.9,63.9,6,2.7,0
27,45,5,3,59000,15,11,43.6,17.4,18,45.0,1
30,52,6,5,34000,22,14,19.4,23.6,12,20.0,1
3,20,14,1,18000,7,2,60.8,12.1,68,50.0,1
51,76,0,6,51000,2,21,9.8,37.2,6,17.7,1
4,9,10,3,17000,10,5,80.9,8.8,41,73.7,1
21,45,5,4,41000,18,12,47.2,20.2,11,45.0,1
4,12,9,1,21000,3,3,57.3,6.1,58,50.8,1
22,35,5,5,26000,13,8,41.0,14.3,19,23.8,1
3,19,11,1,16000,4,1,50.7,3.1,80,50.0,1
42,79,2,9,78000,36,22,12.1,57.2,1,8.7,0
47,69,1,9,66000,24,25,8.2,67.5,1,14.6,0
32,50,6,4,40000,15,14,21.5,12.0,12,24.2,0
39,65,0,7,47000,34,21,2.5,31.0,3,0.0,0
39,65,0,7,70000,22,26,10.3,65.7,2,9.2,0
7,26,13,2,22000,4,2,62.7,10.1,73,50.0,1
59,95,1,7,45000,34,22,14.0,47.6,7,11.2,0
30,49,5,6,28000,18,14,16.1,30.0,7,20.0,0
33,43,3,6,26000,12,15,28.6,30.1,7,25.9,0
26,35,3,4,37000,21,13,42.5,25.2,12,42.0,1
31,40,3,7,31000,6,5,18.6,19.8,17,16.9,1
59,93,0,8,59000,29,22,2.0,32.3,1,11.6,0
25,36,6,4,27000,18,9,30.0,15.5,18,33.0,1
32,45,4,6,33000,15,13,41.9,34.4,13,36.5,1
9,14,6,2,23000,8,1,63.3,10.2,82,50.0,1
27,35,5,5,33000,11,9,34.8,23.7,22,30.8,0
57,84,1,7,45000,32,19,6.6,67.6,2,6.3,0
31,45,4,5,49000,18,11,39.7,18.3,14,45.0,1
39,57,4,6,26000,3,10,31.9,20.7,13,33.5,0
9,28,13,2,14000,6,2,73.1,14.9,71,56.5,1
1,11,6,3,17000,9,1,86.4,11.4,83,74.1,1
4,14,13,1,7000,12,4,88.3,5.0,47,62.6,1
28,35,4,4,20000,12,15,44.8,13.2,9,38.8,0
8,15,12,1,9000,4,5,70.5,13.1,41,50.0,1
6,11,7,3,13000,10,0,0.0,0.0,90,0.0,1
13,20,9,3,23000,11,4,58.1,11.6,52,50.0,1
3,10,5,3,25000,7,4,88.6,9.0,53,78.9,1
13,22,7,3,5000,3,0,0.0,0.0,90,0.0,1
19,42,2,6,43000,16,7,38.4,14.4,25,38.7,0
21,36,3,7,27000,5,17,7.8,38.0,2,14.2,0
1,13,7,3,16000,12,1,98.5,15.0,80,85.8,1
46,72,0,10,52000,22,27,1.7,42.6,0,10.4,0
2,18,8,3,23000,12,6,62.9,6.1,30,50.0,1
20,35,2,6,24000,24,12,32.2,13.5,16,23.8,0
2,8,13,1,21000,4,3,99.4,5.5,61,81.5,1
60,89,1,7,45000,39,28,14.6,39.3,0,2.7,0
13,32,7,2,16000,5,3,84.3,13.5,59,66.4,1
4,20,10,1,24000,2,6,51.4,6.4,30,50.0,1
53,87,1,8,80000,36,27,4.2,68.2,0,13.4,0
36,71,1,7,71000,27,31,8.1,47.5,3,2.5,0
6,19,14,1,20000,8,1,58.7,8.2,80,50.0,1
24,35,5,5,31000,18,9,34.5,14.2,16,29.6,1
2,11,8,3,15000,7,1,97.4,9.7,79,67.9,1
10,20,8,2,13000,10,2,54.5,12.2,70,50.0,1
53,73,1,9,67000,37,16,2.3,58.1,5,0.0,0
21,46,6,3,31000,24,17,55.0,24.7,10,45.0,1
33,46,4,6,42000,22,10,19.6,22.3,18,20.0,1
9,19,13,1,10000,12,5,59.1,5.2,43,57.3,1
9,14,8,2,18000,11,5,77.1,10.2,41,65.7,1
41,55,4,6,44000,3,16,14.6,23.3,2,10.0,0
43,72,1,9,87000,31,17,10.5,39.1,7,15.4,0
31,44,5,4,46000,23,8,37.4,15.8,10,34.8,0
50,65,3,4,64000,23,10,43.7,22.7,15,51.4,0
40,65,1,7,42000,37,27,14.3,62.3,3,20.0,0
30,55,6,3,44000,18,11,39.4,16.2,18,45.0,1
18,43,3,7,22000,2,5,22.9,31.2,18,23.3,0
36,67,0,10,75000,25,21,6.7,30.1,2,9.4,0
19,35,6,5,25000,12,15,27.1,13.1,7,26.7,1
31,40,3,6,22000,14,7,31.0,33.3,20,20.0,0
9,23,15,1,25000,4,0,0.0,0.0,90,0.0,1
21,45,7,4,46000,17,8,43.0,24.9,17,45.0,1
45,80,2,7,50000,22,30,9.3,52.5,0,5.4,0
28,53,4,6,38000,15,10,32.1,21.3,18,20.0,0
38,76,1,8,81000,24,26,10.7,57.2,4,3.6,0
38,68,1,8,67000,47,31,14.6,56.7,3,9.7,0
3,14,11,1,15000,4,3,76.4,8.3,60,65.1,1
37,76,1,8,79000,36,22,6.2,43.4,5,7.0,0
29,45,7,3,39000,22,14,68.4,21.3,12,64.7,1
39,61,3,5,53000,13,11,45.6,29.7,6,44.0,0
7,27,13,2,24000,11,1,78.1,6.6,78,67.5,1
27,44,3,6,39000,23,8,25.8,17.9,18,20.6,1
2,19,9,3,23000,4,4,98.4,8.5,51,73.7,1
34,42,6,5,22000,16,7,42.1,21.1,22,35.7,1
12,32,5,3,14000,11,0,0.0,0.0,90,0.0,1
53,86,0,7,41000,43,17,8.4,54.4,7,4.7,0
2,14,14,1,7000,9,5,100.0,5.7,40,75.0,1
58,84,0,10,74000,41,23,11.2,68.9,5,13.0,0
54,81,2,7,66000,32,20,11.6,54.8,7,14.3,0
11,16,8,2,9000,11,6,59.7,12.7,30,50.0,1
40,65,2,10,47000,47,26,1.4,57.7,4,0.0,0
22,42,4,4,38000,18,9,27.3,16.1,22,20.0,0
11,30,12,2,10000,12,2,83.1,7.7,72,70.5,1
24,45,8,3,48000,23,11,53.1,18.3,14,45.0,1
43,65,0,7,71000,38,23,5.6,34.2,5,14.5,0
30,41,2,6,26000,23,13,33.8,24.2,14,34.0,0
5,17,5,3,21000,7,4,60.2,10.9,51,50.0,1
13,32,14,2,10000,3,0,0.0,0.0,90,0.0,1
31,65,9,4,62000,30,16,42.3,15.8,10,44.8,1
40,65,1,8,65000,43,25,5.7,62.2,0,8.6,0
26,35,5,6,40000,15,7,22.6,15.1,22,20.0,1
13,19,8,3,15000,9,1,91.5,6.8,81,65.2,1
2,7,12,2,24000,5,2,60.1,4.9,72,50.0,1
51,86,0,9,49000,38,17,3.4,57.5,7,8.7,0
29,39,6,4,30000,21,8,15.4,26.5,18,20.0,0
12,17,9,1,13000,9,4,98.4,13.7,48,74.7,1
2,8,13,1,20000,3,3,54.6,7.4,58,50.0,1
3,22,15,1,15000,8,2,83.5,11.1,71,68.8,1
5,25,6,3,14000,3,6,50.3,10.6,32,50.0,1
31,51,4,7,39000,2,6,14.3,31.6,17,19.4,0
37,73,0,7,42000,22,24,5.6,62.3,1,14.5,0
36,67,1,9,53000,26,22,11.4,62.2,6,4.1,0
15,35,4,6,23000,14,10,26.8,14.1,17,27.4,0
16,41,5,4,25000,19,10,17.2,28.4,17,20.8,0
42,57,3,5,34000,2,14,33.1,24.8,8,16.5,0
49,86,1,7,78000,31,15,1.3,35.0,7,7.0,0
31,55,6,5,21000,23,7,38.6,13.7,25,40.9,1
21,35,6,5,27000,15,6,21.6,13.5,22,20.0,1
18,23,4,5,40000,4,15,25.9,25.5,10,26.7,1
17,35,3,4,24000,21,7,25.2,28.0,25,23.2,1
4,13,14,1,23000,7,6,55.9,7.5,31,50.0,1
48,72,1,8,71000,48,23,4.5,59.7,5,0.0,0
54,76,1,9,66000,24,20,1.6,43.7,6,2.3,0
32,75,8,5,71000,12,18,29.4,14.8,20,42.1,1
24,45,4,3,48000,27,17,57.2,18.3,5,45.0,0
26,42,4,5,46000,17,9,20.8,17.5,19,30.2,1
27,51,3,4,41000,16,12,22.6,26.6,21,41.4,0
8,16,5,3,14000,10,5,83.0,5.7,43,76.4,1
25,35,2,6,48000,11,9,22.7,17.4,20,25.2,1
2,22,5,3,13000,11,4,65.1,3.6,51,52.1,1
36,69,1,9,79000,46,22,9.6,63.5,4,10.7,0
30,40,5,6,50000,19,10,20.4,31.7,17,20.0,0
49,88,0,9,56000,21,26,4.2,54.7,4,0.0,0
30,54,3,4,27000,19,14,38.1,20.4,11,32.5,0
9,18,13,1,13000,3,4,76.1,4.7,53,55.9,1
13,26,8,3,13000,12,0,0.0,0.0,90,0.0,1
31,47,4,6,29000,17,13,32.3,13.6,10,20.0,1
26,49,2,6,40000,18,13,31.0,28.6,12,21.8,0
36,45,4,5,41000,19,17,64.6,12.2,5,57.7,1
15,35,3,6,32000,21,15,38.1,32.4,7,40.5,0
32,46,5,5,41000,27,15,66.9,15.4,10,61.5,1
52,90,1,7,87000,30,21,13.1,69.4,7,17.5,0
10,29,5,3,22000,9,0,0.0,0.0,90,0.0,1
43,79,2,9,82000,32,31,6.5,59.5,0,14.2,0
42,67,0,8,86000,31,17,13.0,45.4,4,20.0,0
41,65,1,8,64000,40,25,0.1,65.8,1,0.0,0
42,59,4,6,24000,6,19,30.9,15.2,5,15.7,0
44,84,1,8,81000,47,19,14.5,60.3,3,3.6,0
51,87,1,7,69000,32,23,7.8,59.4,2,8.2,0
3,8,15,1,12000,8,2,64.7,13.3,73,50.0,1
23,36,6,4,38000,9,10,25.8,24.1,18,20.0,0
13,28,11,1,12000,9,6,58.0,13.9,30,50.0,1
38,61,8,4,40000,17,15,44.0,14.0,8,45.0,1
25,30,2,7,21000,2,12,32.3,18.1,13,33.8,1
32,47,5,4,36000,20,13,38.8,16.4,22,28.8,0
37,47,6,4,35000,30,14,60.0,10.3,11,45.0,0
12,23,12,1,20000,7,6,83.4,14.8,32,64.7,1
28,45,6,4,45000,18,14,66.3,21.5,11,47.0,1
30,35,4,6,23000,10,7,21.2,23.2,25,20.0,1
29,47,6,5,34000,23,9,18.2,31.0,16,20.0,0
22,41,3,6,41000,19,10,34.7,12.9,17,22.8,0
32,54,5,6,33000,5,7,28.3,40.1,16,23.6,1
13,26,9,2,14000,11,4,83.9,12.2,53,61.1,1
45,81,0,9,49000,45,28,10.6,32.9,2,14.5,0
18,35,4,6,44000,17,6,24.4,13.2,24,20.0,0
29,36,2,6,31000,20,8,44.1,28.7,19,37.3,1
11,17,13,1,18000,12,5,92.2,9.7,39,81.8,1
22,44,3,4,27000,17,13,29.2,31.8,13,30.4,1
8,25,14,1,23000,8,6,81.4,10.3,30,69.1,1
29,39,6,4,22000,21,14,22.0,20.5,11,20.0,1
38,76,0,9,58000,46,19,9.4,34.1,6,10.5,0
23,45,4,5,42000,26,12,63.6,15.5,13,50.9,1
51,70,1,9,38000,1,22,22.1,42.5,5,28.9,0
24,40,2,5,20000,11,7,38.7,17.5,21,41.0,0
26,45,4,4,53000,12,10,42.6,17.1,15,45.0,0
45,68,0,10,89000,22,29,11.1,46.1,2,5.9,0
6,23,10,2,7000,9,3,75.9,7.7,57,57.7,1
29,45,8,3,36000,22,17,54.3,14.6,6,53.4,1
23,43,2,5,49000,18,13,18.9,26.2,10,20.0,1
58,80,1,8,80000,25,20,12.6,47.2,7,17.1,0
39,65,2,10,51000,29,24,14.0,69.0,2,4.2,0
43,69,1,9,64000,31,26,6.2,46.2,3,9.0,0
25,45,2,7,25000,5,20,20.9,32.3,1,13.7,0
36,71,2,9,64000,40,24,4.7,68.6,6,0.0,0
28,53,7,4,51000,12,17,50.6,23.6,6,47.5,0
15,35,4,6,23000,20,6,42.3,30.5,23,43.8,0
27,58,5,5,26000,18,7,38.5,22.3,21,27.5,0
24,40,3,5,29000,15,9,41.7,16.7,21,23.4,1
26,46,8,3,47000,28,8,66.6,20.9,20,51.3,1
32,54,5,4,31000,12,15,15.4,27.7,10,20.0,0
6,26,7,2,8000,8,6,82.8,8.7,30,63.2,1
54,93,2,7,52000,34,25,4.5,39.8,6,13.6,0
2,9,13,2,20000,5,0,0.0,0.0,90,0.0,1
25,47,5,3,37000,13,17,54.9,18.5,5,45.0,1
3,16,12,1,18000,4,1,53.6,10.0,79,50.0,1
22,37,1,7,37000,6,17,6.4,24.1,4,12.1,0
3,8,11,3,25000,11,2,92.1,12.1,68,76.7,1
47,68,0,10,45000,37,26,0.5,37.4,4,3.4,0
31,47,7,3,51000,26,15,52.1,18.5,10,45.0,0
59,95,2,10,49000,30,18,13.8,64.8,6,14.0,0
40,65,0,7,76000,20,25,6.7,66.9,0,1.4,0
1,15,15,1,5000,7,1,87.4,3.2,82,68.9,1
4,21,10,2,17000,5,6,68.7,3.4,31,58.0,1
22,28,2,7,33000,5,12,9.3,33.3,9,12.4,0
22,45,6,3,59000,17,9,46.4,20.4,20,45.0,1
14,34,15,1,24000,9,5,85.2,14.5,38,65.2,1
22,37,4,5,26000,24,7,40.0,31.7,21,38.0,1
12,24,9,2,7000,3,6,53.6,11.2,30,50.0,1
29,45,8,3,57000,28,8,36.4,11.7,20,45.0,0
30,51,2,5,50000,22,10,37.1,14.4,20,22.7,0
49,69,1,10,59000,19,20,12.6,30.3,7,19.1,0
55,81,1,10,61000,37,16,0.5,57.5,5,0.0,0
19,35,4,4,44000,13,15,17.9,29.0,7,20.0,1
35,60,4,4,50000,24,11,35.3,13.5,18,45.0,0
13,33,11,1,10000,4,2,83.6,13.6,69,70.9,1
13,29,11,3,15000,6,2,54.0,7.5,68,50.0,1
37,65,0,7,66000,43,28,11.6,53.4,3,8.3,0
18,35,6,4,46000,16,11,30.9,22.6,17,20.0,1
24,41,3,4,21000,23,11,21.5,18.4,17,20.0,0
40,66,2,8,41000,3,12,17.8,27.2,11,24.9,0
47,76,0,9,73000,21,21,9.3,26.8,7,1.4,0
3,21,8,2,24000,3,2,55.3,7.4,72,50.0,1
21,35,2,6,26000,16,14,19.1,28.7,8,20.0,0
42,68,2,8,89000,46,31,12.0,37.1,0,10.6,0
10,25,15,1,6000,10,4,53.9,4.9,53,50.0,1
57,85,1,7,81000,30,28,6.8,66.7,2,0.0,0
51,79,0,10,75000,25,27,8.1,67.1,3,0.0,0
38,45,4,5,58000,19,17,53.8,15.8,5,45.0,1
38,74,0,7,44000,27,24,0.3,32.1,4,2.2,0
57,82,0,7,57000,38,28,2.5,31.6,4,3.0,0
25,35,6,4,30000,16,8,16.7,14.9,23,21.4,1
59,81,2,8,68000,27,31,5.4,35.1,0,4.3,1
1,18,9,1,21000,9,1,69.2,10.8,78,62.4,1
56,76,1,9,73000,20,20,1.0,57.8,7,0.0,0
34,45,7,4,53000,20,8,51.3,18.7,20,45.0,1
20,45,4,4,59000,18,11,65.2,16.8,18,51.2,1
20,44,4,5,50000,22,11,21.8,21.3,15,20.0,1
42,80,1,10,78000,27,31,4.6,34.1,0,3.7,0
28,52,8,4,37000,18,12,54.1,15.8,13,45.0,1
8,14,8,3,7000,11,5,68.6,3.4,42,63.9,1
35,65,0,9,74000,32,18,10.1,36.9,5,13.1,0
2,10,5,3,8000,4,4,78.6,13.1,50,62.9,1
38,65,1,7,86000,42,26,12.3,45.0,5,0.8,0
36,76,2,10,66000,30,22,0.3,43.0,5,0.0,0
12,31,8,3,11000,11,1,58.4,3.5,83,50.7,1
24,37,4,7,17000,1,9,10.7,29.8,16,11.6,1
18,39,5,6,22000,17,15,17.4,21.3,7,20.0,1
31,47,6,3,53000,21,10,64.5,15.8,19,52.6,0
22,45,7,4,30000,17,9,57.4,14.5,16,45.0,1
33,47,4,3,57000,15,14,46.1,18.6,12,45.0,1
36,66,0,8,76000,48,24,12.5,37.6,0,18.0,0
19,35,5,6,35000,23,9,20.1,19.5,16,20.0,1
20,36,2,5,46000,16,13,33.6,22.3,12,34.9,0
49,68,4,5,39000,28,14,30.5,30.3,13,53.2,0
32,50,5,4,46000,20,13,59.7,22.4,16,45.0,1
25,35,6,4,33000,10,12,22.0,32.1,15,20.6,1
23,47,6,3,32000,14,16,64.0,15.3,7,56.2,1
42,65,2,8,75000,34,20,10.6,67.7,5,2.5,0
9,14,15,1,22000,3,6,58.5,13.6,30,50.8,1
5,17,8,2,19000,2,3,76.0,11.2,57,57.8,1
35,45,7,4,56000,20,14,48.7,21.1,13,45.0,1
17,35,5,5,38000,9,13,21.4,27.9,9,20.0,1
7,25,14,1,16000,3,2,72.6,8.2,72,52.1,1
11,29,9,2,6000,7,0,0.0,0.0,90,0.0,1
32,47,6,4,49000,17,16,69.9,18.5,10,49.9,1
23,41,5,5,45000,8,13,37.9,21.6,10,24.3,0
22,41,4,6,27000,3,20,6.6,35.4,2,13.3,0
31,36,2,5,43000,17,6,40.8,22.6,25,29.6,1
35,45,6,3,50000,30,18,45.5,23.8,5,45.0,0
14,24,14,1,12000,4,6,53.4,10.9,31,50.0,1
10,28,14,2,8000,5,1,68.9,13.9,82,50.0,1
33,50,4,6,49000,21,10,42.6,17.2,20,34.1,0
4,22,8,3,19000,9,1,60.2,7.1,81,50.2,1
31,56,4,6,26000,21,10,28.6,27.6,21,27.2,0
9,19,5,3,19000,8,5,70.0,6.5,41,50.0,1
